"sensorIndex","time_stamp","humidity","temperature","pm2.5_alt","pm2.5_alt_a","pm2.5_alt_b","pm2.5_cf_1_a","pm2.5_cf_1_b","sensor_index"
124649,"2023-08-01 00:00:00",28,93,1.4,1.4,1.4,0.4,0.4,124649
124649,"2023-08-01 00:10:00",29,92,1.5,1.6,1.5,0.6,1,124649
124649,"2023-08-01 00:20:00",30,90,1.5,1.6,1.4,0.7,1,124649
124649,"2023-08-01 00:30:00",31,88,1.5,1.5,1.6,0.5,0.9,124649
124649,"2023-08-01 00:40:00",33,87,1.5,1.5,1.6,0.8,1.1,124649
124649,"2023-08-01 00:50:00",33,86,1.5,1.5,1.6,0.7,1.1,124649
124649,"2023-08-01 01:00:00",34,85,1.5,1.5,1.6,0.8,1.3,124649
124649,"2023-08-01 01:10:00",35,85,1.6,1.6,1.7,1.2,1.6,124649
124649,"2023-08-01 01:20:00",36,85,1.6,1.5,1.6,1,1.1,124649
124649,"2023-08-01 01:30:00",37,84,1.6,1.6,1.7,0.8,1.3,124649
124649,"2023-08-01 01:40:00",37,84,2.1,1.9,2.2,2.1,2.4,124649
124649,"2023-08-01 01:50:00",37,84,2.2,2.1,2.3,2,2.8,124649
124649,"2023-08-01 02:00:00",38,84,2,2,2.1,2.6,2.6,124649
124649,"2023-08-01 02:10:00",39,83,2.9,2.8,3.1,3.7,3.8,124649
124649,"2023-08-01 02:20:00",40,83,4.3,4.2,4.5,5.4,6.2,124649
124649,"2023-08-01 02:30:00",40,83,5.2,4.8,5.5,6.7,7.4,124649
124649,"2023-08-01 02:40:00",41,82,3.8,3.5,4.1,5.3,5,124649
124649,"2023-08-01 02:50:00",42,82,2.3,2,2.6,2.6,3.3,124649
124649,"2023-08-01 03:00:00",42,82,2.5,2.4,2.6,3,3,124649
124649,"2023-08-01 03:10:00",42,82,2.4,2.2,2.5,2.8,3.1,124649
124649,"2023-08-01 03:20:00",41,81,1.8,1.8,1.9,1.4,2.2,124649
124649,"2023-08-01 03:30:00",41,82,1.8,1.8,1.8,2.6,2.5,124649
124649,"2023-08-01 03:40:00",41,82,2.1,2,2.2,3,2.9,124649
124649,"2023-08-01 03:50:00",41,81,4.3,3.9,4.7,5,5.6,124649
124649,"2023-08-01 04:00:00",41,81,3.4,3.1,3.7,4.1,4.8,124649
124649,"2023-08-01 04:10:00",41,81,4.6,4.4,4.7,5.8,6.8,124649
124649,"2023-08-01 04:20:00",41,81,4.9,4.6,5.3,7,7.3,124649
124649,"2023-08-01 04:30:00",41,81,6.1,5.8,6.4,8.3,8.8,124649
124649,"2023-08-01 04:40:00",42,81,7.4,7.1,7.7,10.7,12.2,124649
124649,"2023-08-01 04:50:00",42,81,7.4,7.2,7.7,12.2,12.3,124649
124649,"2023-08-01 05:00:00",42,80,4.8,4.5,5.1,6.5,6.9,124649
124649,"2023-08-01 05:10:00",43,80,4.3,4.1,4.6,5.2,6,124649
124649,"2023-08-01 05:20:00",43,80,4.3,4.1,4.4,5.4,5.8,124649
124649,"2023-08-01 05:30:00",43,79,4.4,4.1,4.7,5.4,6.1,124649
124649,"2023-08-01 05:40:00",44,79,4.8,4.7,4.9,6.2,6.4,124649
124649,"2023-08-01 05:50:00",44,79,4.6,4.4,4.9,5.7,6.1,124649
124649,"2023-08-01 06:00:00",45,79,4.8,4.6,5,6.6,6.7,124649
124649,"2023-08-01 06:10:00",45,78,5.1,4.8,5.5,6.6,7.4,124649
124649,"2023-08-01 06:20:00",45,79,5.2,5,5.4,7.1,7.5,124649
124649,"2023-08-01 06:30:00",45,79,5.8,5.5,6.1,8,8,124649
124649,"2023-08-01 06:40:00",45,78,6,5.6,6.3,7.5,8.6,124649
124649,"2023-08-01 06:50:00",46,78,6,5.8,6.3,7.9,8.2,124649
124649,"2023-08-01 07:00:00",47,78,5.8,5.6,6.1,7.6,7.9,124649
124649,"2023-08-01 07:10:00",46,78,5.4,5.1,5.6,7,8,124649
124649,"2023-08-01 07:20:00",45,79,4.8,4.7,5,6.5,6.6,124649
124649,"2023-08-01 07:30:00",45,79,4.8,4.6,5.1,6.2,7,124649
124649,"2023-08-01 07:40:00",45,78,4.5,4.3,4.7,5.8,6.4,124649
124649,"2023-08-01 07:50:00",44,78,4.2,4,4.5,6.1,6.4,124649
124649,"2023-08-01 08:00:00",45,78,4.6,4.3,4.9,5.6,6.4,124649
124649,"2023-08-01 08:10:00",45,78,4.7,4.6,4.9,6.9,6.4,124649
124649,"2023-08-01 08:20:00",45,78,4.9,4.7,5.2,6.9,7.1,124649
124649,"2023-08-01 08:30:00",46,78,4.8,4.6,4.9,6.7,6.6,124649
124649,"2023-08-01 08:40:00",46,77,4.9,4.5,5.2,6.5,6.8,124649
124649,"2023-08-01 08:50:00",46,77,4.6,4.4,4.9,5.9,6.7,124649
124649,"2023-08-01 09:00:00",46,77,4.9,4.7,5,6.4,7.1,124649
124649,"2023-08-01 09:10:00",46,77,5.5,5.3,5.7,7.7,8,124649
124649,"2023-08-01 09:20:00",47,77,5.6,5.4,5.8,8.1,8.1,124649
124649,"2023-08-01 09:30:00",47,77,5.5,5.2,5.9,7.3,7.9,124649
124649,"2023-08-01 09:40:00",48,76,5.7,5.5,5.9,7.6,8.2,124649
124649,"2023-08-01 09:50:00",48,76,5.8,5.6,6.1,8.2,8.6,124649
124649,"2023-08-01 10:00:00",49,76,5.8,5.5,6.1,8.2,8.6,124649
124649,"2023-08-01 10:10:00",49,76,6.2,5.9,6.5,8.5,9,124649
124649,"2023-08-01 10:20:00",50,76,6.5,6.3,6.7,9.5,9.7,124649
124649,"2023-08-01 10:30:00",50,76,6.8,6.7,7,10.9,10,124649
124649,"2023-08-01 10:40:00",50,76,6.6,6.3,7,9.2,10.4,124649
124649,"2023-08-01 10:50:00",50,76,6.2,5.9,6.5,8.4,9.1,124649
124649,"2023-08-01 11:00:00",50,76,5.9,5.8,6,8.1,8.5,124649
124649,"2023-08-01 11:10:00",50,76,6.2,5.9,6.5,8.7,9.4,124649
124649,"2023-08-01 11:20:00",50,76,6.4,6.2,6.6,8.9,9.8,124649
124649,"2023-08-01 11:30:00",50,76,6,5.8,6.1,8.8,9.3,124649
124649,"2023-08-01 11:40:00",50,77,6,5.8,6.3,8.3,8.7,124649
124649,"2023-08-01 11:50:00",50,77,5.6,5.4,5.9,7.7,8.1,124649
124649,"2023-08-01 12:00:00",50,78,5.7,5.4,6,7.3,8.5,124649
124649,"2023-08-01 12:10:00",50,77,5.6,5.4,5.9,7.8,8.5,124649
124649,"2023-08-01 12:20:00",51,77,6.2,5.9,6.5,8.4,9.6,124649
124649,"2023-08-01 12:30:00",51,78,6.1,5.9,6.4,8.3,8.9,124649
124649,"2023-08-01 12:40:00",50,79,5.9,5.6,6.1,7.7,8.4,124649
124649,"2023-08-01 12:50:00",49,79,5.9,5.7,6.2,8.4,9,124649
124649,"2023-08-01 13:00:00",49,79,5.6,5.2,6.1,7.7,8.8,124649
124649,"2023-08-01 13:10:00",49,79,6,5.7,6.2,7.7,8.3,124649
124649,"2023-08-01 13:20:00",49,80,5.8,5.5,6,8,8.4,124649
124649,"2023-08-01 13:30:00",48,80,5.9,5.6,6.1,7.8,8.4,124649
124649,"2023-08-01 13:40:00",47,81,6.1,5.5,6.6,8.5,8.7,124649
124649,"2023-08-01 13:50:00",46,81,6.8,6.4,7.2,9.5,11.5,124649
124649,"2023-08-01 14:00:00",46,82,7.4,6.9,7.8,11.5,12.8,124649
124649,"2023-08-01 14:10:00",44,82,6.5,6.1,7,10.3,11.8,124649
124649,"2023-08-01 14:20:00",43,82,4.7,4.4,5.1,6.2,7,124649
124649,"2023-08-01 14:30:00",43,82,4.6,4.1,5.1,6.2,6.5,124649
124649,"2023-08-01 14:40:00",43,83,4.9,4.3,5.5,6.2,7.3,124649
124649,"2023-08-01 14:50:00",42,84,6.1,5.7,6.5,8.1,9.2,124649
124649,"2023-08-01 15:00:00",41,85,5.8,5.2,6.3,7.8,8.3,124649
124649,"2023-08-01 15:10:00",39,86,5.2,4.8,5.6,6.4,7.3,124649
124649,"2023-08-01 15:20:00",38,87,4.5,4.2,4.8,6.2,6.6,124649
124649,"2023-08-01 15:30:00",38,86,4.2,3.9,4.4,5.6,6.3,124649
124649,"2023-08-01 15:40:00",38,86,3.9,3.6,4.2,5.1,5.7,124649
124649,"2023-08-01 15:50:00",40,87,3.5,3.2,3.7,4.7,5.3,124649
124649,"2023-08-01 16:00:00",37,87,3.6,3.3,3.8,4.7,5.3,124649
124649,"2023-08-01 16:10:00",34,88,3.4,3.1,3.7,4.6,5.2,124649
124649,"2023-08-01 16:20:00",34,88,3.2,2.8,3.7,3.9,4.6,124649
124649,"2023-08-01 16:30:00",34,89,3,2.8,3.3,3.9,4.6,124649
124649,"2023-08-01 16:40:00",33,90,2.9,2.5,3.3,3.6,4.5,124649
124649,"2023-08-01 16:50:00",33,91,2.9,2.7,3.2,3.7,4.5,124649
124649,"2023-08-01 17:00:00",32,91,2.9,2.6,3.2,3.5,4.2,124649
124649,"2023-08-01 17:10:00",32,91,2.8,2.5,3.2,3.3,4.5,124649
124649,"2023-08-01 17:20:00",32,92,2.7,2.6,2.8,3.3,3.5,124649
124649,"2023-08-01 17:30:00",32,91,2.8,2.6,3.1,3.4,4.2,124649
124649,"2023-08-01 17:40:00",33,91,3,2.9,3.2,3.9,4.7,124649
124649,"2023-08-01 17:50:00",32,91,3.3,3,3.6,4,4.7,124649
124649,"2023-08-01 18:00:00",32,93,3.2,3,3.4,4.1,4.7,124649
124649,"2023-08-01 18:10:00",31,93,2.8,2.5,3,3.3,3.8,124649
124649,"2023-08-01 18:20:00",31,94,3.1,2.9,3.3,4.1,4.3,124649
124649,"2023-08-01 18:30:00",30,95,2.5,2.4,2.6,3.2,3.8,124649
124649,"2023-08-01 18:40:00",28,98,2.1,2,2.2,2.5,2.5,124649
124649,"2023-08-01 18:50:00",26,99,2.3,2.1,2.5,2.2,2.7,124649
124649,"2023-08-01 19:00:00",25,101,2.4,2.2,2.6,2.7,3.2,124649
124649,"2023-08-01 19:10:00",24,102,2.3,2.2,2.5,2.6,3,124649
124649,"2023-08-01 19:20:00",23,103,2.2,2.1,2.3,2.4,2.6,124649
124649,"2023-08-01 19:30:00",22,104,2.4,2.3,2.5,2.6,3.1,124649
124649,"2023-08-01 19:40:00",23,104,2.4,2.3,2.6,3.1,3.3,124649
124649,"2023-08-01 19:50:00",23,103,2.4,2.2,2.5,2.6,2.7,124649
124649,"2023-08-01 20:00:00",23,104,2.4,2.2,2.5,2.5,2.9,124649
124649,"2023-08-01 20:10:00",22,105,2.4,2.4,2.3,2.8,2.9,124649
124649,"2023-08-01 20:20:00",22,104,2.5,2.5,2.6,2.9,3.4,124649
124649,"2023-08-01 20:30:00",22,104,2.3,2.3,2.3,2.7,2.8,124649
124649,"2023-08-01 20:40:00",21,106,2.3,2.3,2.4,2.6,3,124649
124649,"2023-08-01 20:50:00",20,107,2.3,2.3,2.4,2.8,3.1,124649
124649,"2023-08-01 21:00:00",21,107,2.5,2.4,2.7,3.1,3.4,124649
124649,"2023-08-01 21:10:00",21,106,2.5,2.4,2.6,3.1,3.5,124649
124649,"2023-08-01 21:20:00",21,106,2.4,2.3,2.4,3,2.7,124649
124649,"2023-08-01 21:30:00",21,106,2.3,2.4,2.3,2.6,2.9,124649
124649,"2023-08-01 21:40:00",22,107,2.2,2.2,2.3,2.4,2.9,124649
124649,"2023-08-01 21:50:00",21,107,2.4,2.3,2.5,2.7,2.9,124649
124649,"2023-08-01 22:00:00",22,106,2.2,2.2,2.3,2.7,2.9,124649
124649,"2023-08-01 22:10:00",23,104,2.4,2.5,2.4,2.8,3,124649
124649,"2023-08-01 22:20:00",23,105,2.3,2.2,2.4,2.6,2.9,124649
124649,"2023-08-01 22:30:00",23,105,2.3,2.3,2.3,2.6,2.7,124649
124649,"2023-08-01 22:40:00",22,105,2.2,2.1,2.3,2.5,2.9,124649
124649,"2023-08-01 22:50:00",24,102,2.2,2.2,2.2,2.5,2.8,124649
124649,"2023-08-01 23:00:00",26,99,2.4,2.3,2.5,2.6,2.6,124649
124649,"2023-08-01 23:10:00",28,96,2.3,2.3,2.3,2.8,3,124649
124649,"2023-08-01 23:20:00",30,95,2.5,2.5,2.6,3,3.4,124649
124649,"2023-08-01 23:30:00",31,94,2.6,2.5,2.7,3.2,3.5,124649
124649,"2023-08-01 23:40:00",31,94,2.6,2.5,2.7,3.2,3.5,124649
124649,"2023-08-01 23:50:00",31,94,2.7,2.7,2.7,3.6,3.9,124649
124649,"2023-08-02 00:00:00",31,93,2.6,2.6,2.7,3,3.9,124649
124649,"2023-08-02 00:10:00",32,92,2.6,2.5,2.6,3.2,3.8,124649
124649,"2023-08-02 00:20:00",33,91,2.6,2.5,2.7,3.4,3.7,124649
124649,"2023-08-02 00:30:00",34,91,2.8,2.6,3,3.6,4.3,124649
124649,"2023-08-02 00:40:00",34,90,2.8,2.5,3,3.2,4.3,124649
124649,"2023-08-02 00:50:00",36,89,2.8,2.6,3.1,3.5,4.2,124649
124649,"2023-08-02 01:00:00",36,88,2.7,2.5,2.8,3.2,4,124649
124649,"2023-08-02 01:10:00",37,88,3.1,2.7,3.4,3.6,4.7,124649
124649,"2023-08-02 01:20:00",38,87,3,2.7,3.3,3.9,4.4,124649
124649,"2023-08-02 01:30:00",38,87,3.1,2.7,3.4,4.4,4.7,124649
124649,"2023-08-02 01:40:00",39,87,3.5,3,3.9,4.6,5.1,124649
124649,"2023-08-02 01:50:00",39,86,3.5,3.4,3.6,4.4,5.6,124649
124649,"2023-08-02 02:00:00",40,86,3.5,3.4,3.6,4.7,5.7,124649
124649,"2023-08-02 02:10:00",40,86,3.7,3.3,4.1,5.1,5.7,124649
124649,"2023-08-02 02:20:00",40,86,3.8,3.5,4.1,4.7,5.1,124649
124649,"2023-08-02 02:30:00",40,85,3.7,3.4,4,5.4,5.3,124649
124649,"2023-08-02 02:40:00",41,85,3.6,3.4,3.8,4.7,4.8,124649
124649,"2023-08-02 02:50:00",41,85,3.9,3.3,4.4,4.9,6.1,124649
124649,"2023-08-02 03:00:00",41,85,3.8,3.5,4.2,5.1,5.3,124649
124649,"2023-08-02 03:10:00",41,84,4.1,3.4,4.7,5.2,5.6,124649
124649,"2023-08-02 03:20:00",42,84,4.4,3.9,4.8,5.2,6,124649
124649,"2023-08-02 03:30:00",42,84,4.6,4.2,5,6.2,6.6,124649
124649,"2023-08-02 03:40:00",42,84,4.9,4.4,5.3,6,7,124649
124649,"2023-08-02 03:50:00",42,84,5.4,5.2,5.6,7.2,7.7,124649
124649,"2023-08-02 04:00:00",43,83,5.1,4.6,5.6,7.4,7.2,124649
124649,"2023-08-02 04:10:00",43,83,4.6,4.4,4.9,6.5,6.6,124649
124649,"2023-08-02 04:20:00",44,83,4.9,4.7,5,6.6,7.1,124649
124649,"2023-08-02 04:30:00",44,83,5.1,4.7,5.4,6.6,7.2,124649
124649,"2023-08-02 04:40:00",45,82,4.8,4.3,5.3,6.1,6.7,124649
124649,"2023-08-02 04:50:00",46,82,4.6,4.4,4.8,6.5,6,124649
124649,"2023-08-02 05:00:00",46,82,4.7,4.3,5.1,6,6.4,124649
124649,"2023-08-02 05:10:00",46,82,4.5,4.3,4.7,6.2,6.3,124649
124649,"2023-08-02 05:20:00",47,81,4.5,4,5,5.7,6.2,124649
124649,"2023-08-02 05:30:00",47,81,4.7,4.4,5,5.8,6.5,124649
124649,"2023-08-02 05:40:00",47,81,4.8,4.2,5.3,6,6.9,124649
124649,"2023-08-02 05:50:00",47,80,5.1,4.6,5.5,6.9,7.4,124649
124649,"2023-08-02 06:00:00",47,80,4.6,4.2,5,6.3,6.8,124649
124649,"2023-08-02 06:10:00",46,80,4.6,4.2,4.9,6.1,6.2,124649
124649,"2023-08-02 06:20:00",46,80,4.6,4.2,5,6.4,6.2,124649
124649,"2023-08-02 06:30:00",46,80,5.1,4.7,5.5,6.9,6.9,124649
124649,"2023-08-02 06:40:00",46,80,5.4,5.2,5.6,7,8,124649
124649,"2023-08-02 06:50:00",47,79,5.6,5.3,5.9,7.6,7.9,124649
124649,"2023-08-02 07:00:00",47,79,5.8,5.5,6.1,8.1,8.7,124649
124649,"2023-08-02 07:10:00",47,79,5.5,5.2,5.8,6.9,7.6,124649
124649,"2023-08-02 07:20:00",47,79,5.7,5.4,6,7.4,7.8,124649
124649,"2023-08-02 07:30:00",48,79,5.7,5.5,6,7.9,7.9,124649
124649,"2023-08-02 07:40:00",48,79,5.4,4.9,5.8,6.7,7.7,124649
124649,"2023-08-02 07:50:00",48,79,5.3,5.1,5.5,7.2,7.2,124649
124649,"2023-08-02 08:00:00",47,79,5.2,4.8,5.6,6.8,7.6,124649
124649,"2023-08-02 08:10:00",47,79,5.3,5.1,5.6,7.5,7.4,124649
124649,"2023-08-02 08:20:00",47,78,5.3,4.9,5.7,6.5,7.4,124649
124649,"2023-08-02 08:30:00",48,78,5.4,5.1,5.7,6.8,7.7,124649
124649,"2023-08-02 08:40:00",48,78,5.4,5.1,5.8,6.9,7.4,124649
124649,"2023-08-02 08:50:00",48,78,5.6,5.3,6,7.6,7.5,124649
124649,"2023-08-02 09:00:00",49,78,5.8,5.4,6.1,7.4,8.4,124649
124649,"2023-08-02 09:10:00",49,78,6.1,5.9,6.3,7.9,8.5,124649
124649,"2023-08-02 09:20:00",50,77,5.9,5.7,6.1,7.5,8.4,124649
124649,"2023-08-02 09:30:00",50,77,6.2,5.9,6.5,8.4,9,124649
124649,"2023-08-02 09:40:00",50,77,6.5,6.3,6.7,8.6,9.4,124649
124649,"2023-08-02 09:50:00",51,77,6.8,6.6,6.9,9.5,10,124649
124649,"2023-08-02 10:00:00",51,77,6.9,6.6,7.2,10.7,10.6,124649
124649,"2023-08-02 10:10:00",51,76,7.2,6.9,7.6,11.1,11,124649
124649,"2023-08-02 10:20:00",51,76,7.2,6.8,7.5,9.8,11,124649
124649,"2023-08-02 10:30:00",51,76,6.9,6.6,7.2,9.7,11.2,124649
124649,"2023-08-02 10:40:00",51,76,7.1,6.7,7.4,11.4,11.1,124649
124649,"2023-08-02 10:50:00",51,76,7.2,6.6,7.8,10,12.2,124649
124649,"2023-08-02 11:00:00",51,76,6.9,6.5,7.2,9.5,10.9,124649
124649,"2023-08-02 11:10:00",51,76,7.3,7.1,7.5,10.9,12.5,124649
124649,"2023-08-02 11:20:00",51,76,7.4,7.2,7.6,11.8,12.3,124649
124649,"2023-08-02 11:30:00",51,76,7.4,7.1,7.7,11.4,12.6,124649
124649,"2023-08-02 11:40:00",51,76,7.7,7.3,8,11.4,13.1,124649
124649,"2023-08-02 11:50:00",51,76,7.4,7,7.8,11.5,13.1,124649
124649,"2023-08-02 12:00:00",50,76,7.4,7.2,7.7,12,11.8,124649
124649,"2023-08-02 12:10:00",50,77,7.2,6.8,7.6,9.8,10.8,124649
124649,"2023-08-02 12:20:00",50,77,6.9,6.6,7.2,8.9,10.4,124649
124649,"2023-08-02 12:30:00",49,78,6.7,6.3,7.1,8.9,9.6,124649
124649,"2023-08-02 12:40:00",48,78,6.4,6.1,6.7,8.2,8.7,124649
124649,"2023-08-02 12:50:00",48,79,5.8,5.5,6.2,7.3,8.4,124649
124649,"2023-08-02 13:00:00",48,79,5.3,4.8,5.8,6.7,7.9,124649
124649,"2023-08-02 13:10:00",47,80,5.4,5.1,5.6,7,7,124649
124649,"2023-08-02 13:20:00",46,80,5.1,5,5.3,6.9,7,124649
124649,"2023-08-02 13:30:00",45,81,6,5.7,6.4,7.5,8.6,124649
124649,"2023-08-02 13:40:00",43,82,6.9,6.4,7.3,8.9,10.1,124649
124649,"2023-08-02 13:50:00",43,82,7.1,6.7,7.6,10.3,11.6,124649
124649,"2023-08-02 14:00:00",43,83,7.6,7.2,8,11,12.4,124649
124649,"2023-08-02 14:10:00",42,84,7.8,7.3,8.2,11.9,13.7,124649
124649,"2023-08-02 14:20:00",41,84,8.1,7.7,8.6,12.8,14.9,124649
124649,"2023-08-02 14:30:00",41,85,8.5,8,9.1,15,16.8,124649
124649,"2023-08-02 14:40:00",39,85,8.3,7.9,8.8,13.8,15.4,124649
124649,"2023-08-02 14:50:00",38,85,8.3,7.8,8.9,13.3,17,124649
124649,"2023-08-02 15:00:00",38,85,7.6,7.1,8,11.2,13.5,124649
124649,"2023-08-02 15:10:00",37,86,7.2,6.7,7.6,10.6,12.1,124649
124649,"2023-08-02 15:20:00",37,86,7.2,6.7,7.7,9.8,11.9,124649
124649,"2023-08-02 15:30:00",37,87,6.8,6.3,7.3,8.8,10.9,124649
124649,"2023-08-02 15:40:00",36,87,6.3,6,6.6,8.5,9.2,124649
124649,"2023-08-02 15:50:00",35,87,5.9,5.4,6.4,7.4,8.8,124649
124649,"2023-08-02 16:00:00",35,88,6,5.7,6.3,8,8.9,124649
124649,"2023-08-02 16:10:00",35,88,5.9,5.5,6.2,7.4,8.4,124649
124649,"2023-08-02 16:20:00",34,89,5.6,5.4,5.9,7.1,7.9,124649
124649,"2023-08-02 16:30:00",34,89,5.6,5.3,5.9,6.9,8.1,124649
124649,"2023-08-02 16:40:00",33,91,5.2,5.1,5.4,6.7,7.4,124649
124649,"2023-08-02 16:50:00",32,91,5,4.5,5.4,5.9,7.1,124649
124649,"2023-08-02 17:00:00",31,91,5.1,4.8,5.5,6.4,7.6,124649
124649,"2023-08-02 17:10:00",31,92,5.2,4.9,5.6,6.5,7.7,124649
124649,"2023-08-02 17:20:00",32,92,5.3,5.1,5.6,6.9,7.7,124649
124649,"2023-08-02 17:30:00",32,92,5.2,4.9,5.4,6.6,7.5,124649
124649,"2023-08-02 17:40:00",32,92,5.1,4.7,5.5,6.4,7.3,124649
124649,"2023-08-02 17:50:00",32,93,5.3,5,5.6,6.6,7.3,124649
124649,"2023-08-02 18:00:00",32,93,5.1,4.9,5.3,6.4,7.3,124649
124649,"2023-08-02 18:10:00",31,94,4.6,4.4,4.8,6.1,6.4,124649
124649,"2023-08-02 18:20:00",30,95,5.3,5.1,5.4,6.8,7.2,124649
124649,"2023-08-02 18:30:00",29,95,5.1,4.6,5.6,6.6,7.5,124649
124649,"2023-08-02 18:40:00",29,96,5.4,5.2,5.6,7.2,7.5,124649
124649,"2023-08-02 18:50:00",28,97,5.3,5,5.5,6.8,7.1,124649
124649,"2023-08-02 19:00:00",28,97,5.3,5.2,5.3,7.1,7.2,124649
124649,"2023-08-02 19:10:00",27,99,5.3,5.2,5.5,7,7.2,124649
124649,"2023-08-02 19:20:00",26,100,5.7,5.5,6,7.6,7.9,124649
124649,"2023-08-02 19:30:00",25,102,5.5,5.3,5.8,7,7.5,124649
124649,"2023-08-02 19:40:00",24,104,5.9,5.8,6.1,7.5,7.9,124649
124649,"2023-08-02 19:50:00",23,104,6,5.8,6.2,7.8,8.1,124649
124649,"2023-08-02 20:00:00",22,106,6,5.8,6.2,8.2,8.3,124649
124649,"2023-08-02 20:10:00",23,105,6.2,6,6.5,8.3,8.2,124649
124649,"2023-08-02 20:20:00",23,105,6.2,5.8,6.5,8,8.5,124649
124649,"2023-08-02 20:30:00",23,105,6.3,6.2,6.4,8.4,8.8,124649
124649,"2023-08-02 20:40:00",22,106,6.4,6.3,6.6,8.6,8.9,124649
124649,"2023-08-02 20:50:00",21,108,6.2,6,6.4,7.8,8.4,124649
124649,"2023-08-02 21:00:00",21,106,6.8,6.7,6.9,9,9.5,124649
124649,"2023-08-02 21:10:00",21,106,6.6,6.3,6.9,9,9.4,124649
124649,"2023-08-02 21:20:00",23,104,6.4,6.3,6.5,8.6,9.1,124649
124649,"2023-08-02 21:30:00",24,102,6.4,6.3,6.5,8.5,8.6,124649
124649,"2023-08-02 21:40:00",24,102,6.7,6.6,6.8,8.9,9.4,124649
124649,"2023-08-02 21:50:00",24,102,6.5,6.5,6.6,9.3,8.8,124649
124649,"2023-08-02 22:00:00",24,101,6.7,6.5,6.9,9.3,9.6,124649
124649,"2023-08-02 22:10:00",26,99,6.8,6.7,7,9.8,9.2,124649
124649,"2023-08-02 22:20:00",27,98,6.8,6.5,7.1,9.4,10.2,124649
124649,"2023-08-02 22:30:00",27,98,6.8,6.7,6.9,9.6,9.6,124649
124649,"2023-08-02 22:40:00",25,100,6.8,6.4,7.1,9.5,9.7,124649
124649,"2023-08-02 22:50:00",25,101,6.6,6.4,6.8,9.5,9.5,124649
124649,"2023-08-02 23:00:00",26,100,6.6,6.3,7,8.9,9.8,124649
124649,"2023-08-02 23:10:00",27,99,6.7,6.6,6.9,9.6,9.7,124649
124649,"2023-08-02 23:20:00",28,98,7.2,7,7.4,10.2,11,124649
124649,"2023-08-02 23:30:00",29,97,7.2,7,7.3,10.3,10.7,124649
124649,"2023-08-02 23:40:00",29,96,7.2,7.1,7.3,10.8,11.2,124649
124649,"2023-08-02 23:50:00",30,95,7.4,7.3,7.5,11.6,12.1,124649
124649,"2023-08-03 00:00:00",31,94,7.7,7.7,7.7,12.1,12.9,124649
124649,"2023-08-03 00:10:00",32,92,7.6,7.5,7.7,12.1,12.5,124649
124649,"2023-08-03 00:20:00",33,91,7.6,7.3,7.9,11.4,13.1,124649
124649,"2023-08-03 00:30:00",35,90,7.8,7.3,8.2,11.7,13.1,124649
124649,"2023-08-03 00:40:00",36,89,7.5,7.3,7.7,11.9,12.4,124649
124649,"2023-08-03 00:50:00",37,89,6.8,6.7,6.9,10.1,10.1,124649
124649,"2023-08-03 01:00:00",38,88,7.1,6.9,7.3,10.7,11.5,124649
124649,"2023-08-03 01:10:00",39,88,7.2,6.9,7.6,10.8,11.4,124649
124649,"2023-08-03 01:20:00",39,87,7.4,6.9,7.8,10.3,12.8,124649
124649,"2023-08-03 01:30:00",40,87,7.4,7,7.8,11.2,13,124649
124649,"2023-08-03 01:40:00",41,87,7.7,7.4,8,12.7,13.4,124649
124649,"2023-08-03 01:50:00",41,87,7.8,7.3,8.2,11.9,14.2,124649
124649,"2023-08-03 02:00:00",42,86,7.8,7.5,8.2,12.9,13.4,124649
124649,"2023-08-03 02:10:00",42,86,7.9,7.6,8.2,13.9,14.4,124649
124649,"2023-08-03 02:20:00",42,86,7.7,7.6,7.9,13.3,13.4,124649
124649,"2023-08-03 02:30:00",43,86,6.8,6.6,7,9.8,10.6,124649
124649,"2023-08-03 02:40:00",44,85,6.4,6.1,6.8,8.4,9.5,124649
124649,"2023-08-03 02:50:00",45,85,6.4,6,6.9,8.6,9.4,124649
124649,"2023-08-03 03:00:00",46,84,5.8,5.4,6.2,7.7,8.3,124649
124649,"2023-08-03 03:10:00",46,84,5.7,5.4,5.9,7.7,8.3,124649
124649,"2023-08-03 03:20:00",46,84,5.9,5.5,6.3,8.4,8.7,124649
124649,"2023-08-03 03:30:00",46,84,6,5.6,6.5,8.1,8.6,124649
124649,"2023-08-03 03:40:00",47,84,6.2,6.1,6.4,8.8,9.3,124649
124649,"2023-08-03 03:50:00",48,83,6,5.8,6.2,8.5,8.1,124649
124649,"2023-08-03 04:00:00",48,83,5.8,5.6,6.1,7.6,8.4,124649
124649,"2023-08-03 04:10:00",49,83,6,5.7,6.3,8.1,8.9,124649
124649,"2023-08-03 04:20:00",49,82,5.8,5.5,6.1,7.8,8,124649
124649,"2023-08-03 04:30:00",50,82,6,5.7,6.3,7.9,8.6,124649
124649,"2023-08-03 04:40:00",50,82,5.8,5.6,6.1,8,8.1,124649
124649,"2023-08-03 04:50:00",50,82,6,5.7,6.3,8,8.7,124649
124649,"2023-08-03 05:00:00",51,81,6.1,5.7,6.6,8.6,9.7,124649
124649,"2023-08-03 05:10:00",51,81,6.3,6.1,6.5,8.3,9.5,124649
124649,"2023-08-03 05:20:00",51,81,6.7,6.3,7.1,9.5,11.1,124649
124649,"2023-08-03 05:30:00",51,81,7.1,6.8,7.4,10.9,11.2,124649
